Name,Counts,Gender,Arek,Kinga,Counts_2022
MANJIT,11,male,Unknown,Unknown,0.0
MANPREET,11,male,Unknown,Unknown,0.0
MARSHALL,11,male,Unknown,Unknown,0.0
MATTHEUS,11,male,Unknown,Unknown,0.0
MAXIMO,11,male,Unknown,Unknown,0.0
MÁRCIO,11,male,Unknown,Unknown,0.0
MÁRK,11,male,Unknown,Unknown,0.0
MECHYSLAV,11,male,Unknown,Unknown,0.0
MEDHAT,11,male,Unknown,Unknown,0.0
MEMET,11,male,Unknown,Unknown,0.0
MENAHEM,11,male,Unknown,Unknown,0.0
METİN,11,male,Unknown,Unknown,0.0
METODI,11,male,Unknown,Unknown,0.0
MIAN,11,male,Unknown,Unknown,0.0
MICAH,11,male,Unknown,Unknown,0.0
MIHAJLO,11,male,Unknown,Unknown,0.0
MILENKO,11,male,Unknown,Unknown,0.0
MILJAN,11,male,Unknown,Unknown,0.0
MINAS,11,male,Unknown,Unknown,0.0
MIRSAD,11,male,Unknown,Unknown,0.0
MẠNH HÙNG,11,male,Unknown,Unknown,0.0
MOHAMED ALI,11,male,Unknown,Unknown,0.0
MORDEHAI,11,male,Unknown,Unknown,0.0
MORFEUSZ,11,male,Unknown,Unknown,0.0
MĀRIS,11,male,Unknown,Unknown,0.0
MUKHTAR,11,male,Unknown,Unknown,0.0
MURILO,11,male,Unknown,Unknown,0.0
NAHUEL,11,male,Unknown,Unknown,0.0
NAMIK,11,male,Unknown,Unknown,0.0
NARIMAN,11,male,Unknown,Unknown,0.0
NARINDER,11,male,Unknown,Unknown,0.0
NATIAN,11,male,Unknown,Unknown,0.0
NETANEL,11,male,Unknown,Unknown,0.0
NGỌC,11,male,Unknown,Unknown,0.0
NICKY,11,male,Unknown,Unknown,0.0
NICOLAJ,11,male,Unknown,Unknown,0.0
NIKI,11,male,Unknown,Unknown,0.0
NIMA,11,male,Unknown,Unknown,0.0
NIYAZI,11,male,Unknown,Unknown,0.0
NOUR,11,male,Unknown,Unknown,0.0
NUR,11,male,Unknown,Unknown,0.0
OGANES,11,male,Unknown,Unknown,0.0
OLLI,11,male,Unknown,Unknown,0.0
ORTWIN,11,male,Unknown,Unknown,0.0
OTIS,11,male,Unknown,Unknown,0.0
PAVAN,11,male,Unknown,Unknown,0.0
PETRICĂ,11,male,Unknown,Unknown,0.0
PIERPAOLO,11,male,Unknown,Unknown,0.0
PUNEET,11,male,Unknown,Unknown,0.0
QASIM,11,male,Unknown,Unknown,0.0
QING,11,male,Unknown,Unknown,0.0
QUYET,11,male,Unknown,Unknown,0.0
RADWAN,11,male,Unknown,Unknown,0.0
RAFFAELLO,11,male,Unknown,Unknown,0.0
RAFI,11,male,Unknown,Unknown,0.0
RAJMOND,11,male,Unknown,Unknown,0.0
RAMEZ,11,male,Unknown,Unknown,0.0
RAMUALD,11,male,Unknown,Unknown,0.0
RAVID,11,male,Unknown,Unknown,0.0
RAVSHAN,11,male,Unknown,Unknown,0.0
REDOUANE,11,male,Unknown,Unknown,0.0
REINOLD,11,male,Unknown,Unknown,0.0
RILEY,11,male,Unknown,Unknown,0.0
RIO,11,male,Unknown,Unknown,0.0
RISHABH,11,male,Unknown,Unknown,0.0
ROALD,11,male,Unknown,Unknown,0.0
ROBBIE,11,male,Unknown,Unknown,0.0
ROBSON,11,male,Unknown,Unknown,0.0
RODI,11,male,Unknown,Unknown,0.0
ROGIER,11,male,Unknown,Unknown,0.0
ROMANO,11,male,Unknown,Unknown,0.0
RUBIK,11,male,Unknown,Unknown,0.0
RUPESH,11,male,Unknown,Unknown,0.0
RYSHARD,11,male,Unknown,Unknown,0.0
SABAH,11,male,Unknown,Unknown,0.0
SAHIB,11,male,Unknown,Unknown,0.0
SAIFUL,11,male,Unknown,Unknown,0.0
SAIM,11,male,Unknown,Unknown,0.0
SAJJAD,11,male,Unknown,Unknown,0.0
SEKOU,11,male,Unknown,Unknown,0.0
SEM,11,male,Unknown,Unknown,0.0
SHALEV,11,male,Unknown,Unknown,0.0
SHAVKAT,11,male,Unknown,Unknown,0.0
SHERALI,11,male,Unknown,Unknown,0.0
SHINJI,11,male,Unknown,Unknown,0.0
SHIV,11,male,Unknown,Unknown,0.0
SIGMUND,11,male,Unknown,Unknown,0.0
SILAS,11,male,Unknown,Unknown,0.0
SINH,11,male,Unknown,Unknown,0.0
SOFIENE,11,male,Unknown,Unknown,0.0
SOKRATIS,11,male,Unknown,Unknown,0.0
SRIKANTH,11,male,Unknown,Unknown,0.0
SUDEEP,11,male,Unknown,Unknown,0.0
SVITLANA,11,male,Unknown,Unknown,0.0
SY,11,male,Unknown,Unknown,0.0
SYULEYMAN,11,male,Unknown,Unknown,0.0
SZYJA,11,male,Unknown,Unknown,0.0
ŠTĚPÁN,11,male,Unknown,Unknown,0.0
TANGUY,11,male,Unknown,Unknown,0.0
TEJAS,11,male,Unknown,Unknown,0.0
TETSUYA,11,male,Unknown,Unknown,0.0
TEUNIS,11,male,Unknown,Unknown,0.0
TOMOHIRO,11,male,Unknown,Unknown,0.0
TORE,11,male,Unknown,Unknown,0.0
TOUFIK,11,male,Unknown,Unknown,0.0
TRI,11,male,Unknown,Unknown,0.0
TRISTIAN,11,male,Unknown,Unknown,0.0
TRỌNG,11,male,Unknown,Unknown,0.0
TRUNG HIEU,11,male,Unknown,Unknown,0.0
TYRON,11,male,Unknown,Unknown,0.0
ULAŞ,11,male,Unknown,Unknown,0.0
ÜMİT,11,male,Unknown,Unknown,0.0
VACHAGAN,11,male,Unknown,Unknown,0.0
VACLAV,11,male,Unknown,Unknown,0.0
VAN BINH,11,male,Unknown,Unknown,0.0
VAN HOANG,11,male,Unknown,Unknown,0.0
VAN LONG,11,male,Unknown,Unknown,0.0
VASKO,11,male,Unknown,Unknown,0.0
VATSLAU,11,male,Unknown,Unknown,0.0
VENKATESH,11,male,Unknown,Unknown,0.0
VIGEN,11,male,Unknown,Unknown,0.0
VIRGIL,11,male,Unknown,Unknown,0.0
VÍCTOR,11,male,Unknown,Unknown,0.0
VÍTOR,11,male,Unknown,Unknown,0.0
VLADIMERI,11,male,Unknown,Unknown,0.0
VOLODIMIR,11,male,Unknown,Unknown,0.0
VOLODYA,11,male,Unknown,Unknown,0.0
VU,11,male,Unknown,Unknown,0.0
VUONG,11,male,Unknown,Unknown,0.0
WEIDONG,11,male,Unknown,Unknown,0.0
WILFRED,11,male,Unknown,Unknown,0.0
WŁADYMIR,11,male,Unknown,Unknown,0.0
YAĞIZ,11,male,Unknown,Unknown,0.0
YALÇIN,11,male,Unknown,Unknown,0.0
YANAI,11,male,Unknown,Unknown,0.0
YAROMYR,11,male,Unknown,Unknown,0.0
YIFTACH,11,male,Unknown,Unknown,0.0
YIGAL,11,male,Unknown,Unknown,0.0
YINON,11,male,Unknown,Unknown,0.0
YOUSUF,11,male,Unknown,Unknown,0.0
YUAN,11,male,Unknown,Unknown,0.0
YUSEF,11,male,Unknown,Unknown,0.0
YUSIF,11,male,Unknown,Unknown,0.0
ZELMAN,11,male,Unknown,Unknown,0.0
ZHANG,11,male,Unknown,Unknown,0.0
ZIGGY,11,male,Unknown,Unknown,0.0
ZISIS,11,male,Unknown,Unknown,0.0
ZOHRAB,11,male,Unknown,Unknown,0.0
ANNA,1063017,female,Unknown,Unknown,991.0
MARIA,625353,female,Unknown,Unknown,1921.0
KATARZYNA,609363,female,Unknown,Unknown,198.0
MAŁGORZATA,586619,female,Unknown,Unknown,250.0
AGNIESZKA,552814,female,Unknown,Unknown,64.0
BARBARA,504920,female,Unknown,Unknown,512.0
EWA,488429,female,Unknown,Unknown,219.0
KRYSTYNA,451241,female,Unknown,Unknown,55.0
ELŻBIETA,438050,female,Unknown,Unknown,68.0
MAGDALENA,433736,female,Unknown,Unknown,373.0
JOANNA,407745,female,Unknown,Unknown,264.0
ZOFIA,387853,female,Unknown,Unknown,2860.0
ALEKSANDRA,382494,female,Unknown,Unknown,1226.0
MONIKA,380271,female,Unknown,Unknown,73.0
TERESA,364266,female,Unknown,Unknown,48.0
DANUTA,320605,female,Unknown,Unknown,28.0
NATALIA,292987,female,Unknown,Unknown,879.0
KAROLINA,288558,female,Unknown,Unknown,450.0
MARTA,287554,female,Unknown,Unknown,211.0
BEATA,283239,female,Unknown,Unknown,15.0
JULIA,278918,female,Unknown,Unknown,2489.0
DOROTA,271835,female,Unknown,Unknown,126.0
JANINA,268240,female,Unknown,Unknown,85.0
JADWIGA,266077,female,Unknown,Unknown,107.0
HALINA,263899,female,Unknown,Unknown,20.0
JOLANTA,243913,female,Unknown,Unknown,10.0
IRENA,243010,female,Unknown,Unknown,37.0
ALICJA,241223,female,Unknown,Unknown,2136.0
GRAŻYNA,238673,female,Unknown,Unknown,4.0
IWONA,235771,female,Unknown,Unknown,5.0
PAULINA,222565,female,Unknown,Unknown,254.0
JUSTYNA,217181,female,Unknown,Unknown,61.0
BOŻENA,207126,female,Unknown,Unknown,11.0
ZUZANNA,196520,female,Unknown,Unknown,2832.0
URSZULA,193087,female,Unknown,Unknown,219.0
WIKTORIA,192557,female,Unknown,Unknown,1544.0
RENATA,191515,female,Unknown,Unknown,7.0
HELENA,187446,female,Unknown,Unknown,1245.0
SYLWIA,183418,female,Unknown,Unknown,18.0
AGATA,180883,female,Unknown,Unknown,420.0
HANNA,173447,female,Unknown,Unknown,2669.0
PATRYCJA,168139,female,Unknown,Unknown,161.0
IZABELA,158669,female,Unknown,Unknown,273.0
MAJA,153055,female,Unknown,Unknown,2570.0
ANETA,152280,female,Unknown,Unknown,29.0
EMILIA,149354,female,Unknown,Unknown,1590.0
WERONIKA,148873,female,Unknown,Unknown,559.0
EWELINA,148248,female,Unknown,Unknown,54.0
MARIANNA,144414,female,Unknown,Unknown,287.0
OLIWIA,138886,female,Unknown,Unknown,2241.0
STANISŁAWA,138058,female,Unknown,Unknown,14.0
MARTYNA,137519,female,Unknown,Unknown,430.0
KLAUDIA,137324,female,Unknown,Unknown,162.0
MARZENA,130690,female,Unknown,Unknown,6.0
GABRIELA,125979,female,Unknown,Unknown,1135.0
DOMINIKA,120303,female,Unknown,Unknown,219.0
KINGA,117881,female,Unknown,Unknown,340.0
EDYTA,115051,female,Unknown,Unknown,13.0
WIESŁAWA,113937,female,Unknown,Unknown,0.0
KAMILA,108628,female,Unknown,Unknown,123.0
LENA,108152,female,Unknown,Unknown,2064.0
WANDA,106968,female,Unknown,Unknown,272.0
AMELIA,106956,female,Unknown,Unknown,1558.0
LUCYNA,85383,female,Unknown,Unknown,33.0
ALINA,85098,female,Unknown,Unknown,117.0
LIDIA,84142,female,Unknown,Unknown,252.0
MARIOLA,83473,female,Unknown,Unknown,4.0
MIROSŁAWA,74705,female,Unknown,Unknown,7.0
WIOLETTA,73098,female,Unknown,Unknown,12.0
NIKOLA,71783,female,Unknown,Unknown,525.0
DARIA,69207,female,Unknown,Unknown,174.0
KAZIMIERA,68307,female,Unknown,Unknown,0.0
MILENA,68240,female,Unknown,Unknown,761.0
GENOWEFA,65298,female,Unknown,Unknown,0.0
ANGELIKA,64837,female,Unknown,Unknown,16.0
BOGUMIŁA,58821,female,Unknown,Unknown,13.0
JÓZEFA,56041,female,Unknown,Unknown,2.0
STEFANIA,54968,female,Unknown,Unknown,149.0
HENRYKA,54884,female,Unknown,Unknown,0.0
OLGA,53656,female,Unknown,Unknown,161.0
SANDRA,53231,female,Unknown,Unknown,76.0
ANTONINA,52079,female,Unknown,Unknown,1581.0
ILONA,51322,female,Unknown,Unknown,15.0
SABINA,50423,female,Unknown,Unknown,38.0
REGINA,49703,female,Unknown,Unknown,13.0
BOGUSŁAWA,49545,female,Unknown,Unknown,0.0
LAURA,49269,female,Unknown,Unknown,2505.0
WŁADYSŁAWA,48463,female,Unknown,Unknown,2.0
MARLENA,48192,female,Unknown,Unknown,57.0
CZESŁAWA,47258,female,Unknown,Unknown,0.0
MICHALINA,46003,female,Unknown,Unknown,1395.0
ANITA,45124,female,Unknown,Unknown,42.0
ŁUCJA,45023,female,Unknown,Unknown,933.0
NADIA,42484,female,Unknown,Unknown,907.0
KORNELIA,41790,female,Unknown,Unknown,984.0
ANIELA,41249,female,Unknown,Unknown,533.0
JAGODA,35258,female,Unknown,Unknown,758.0
WIOLETA,34581,female,Unknown,Unknown,0.0
IGA,33915,female,Unknown,Unknown,1417.0
NINA,33800,female,Unknown,Unknown,579.0
LILIANA,33060,female,Unknown,Unknown,1390.0
CECYLIA,32216,female,Unknown,Unknown,19.0
MARCELINA,32041,female,Unknown,Unknown,1427.0
ROKSANA,31380,female,Unknown,Unknown,55.0
DAGMARA,31137,female,Unknown,Unknown,59.0
ADRIANNA,31076,female,Unknown,Unknown,345.0
KARINA,30972,female,Unknown,Unknown,79.0
LEOKADIA,30813,female,Unknown,Unknown,9.0
ZDZISŁAWA,28917,female,Unknown,Unknown,0.0
MALWINA,28540,female,Unknown,Unknown,180.0
POLA,28239,female,Unknown,Unknown,2015.0
BRONISŁAWA,28059,female,Unknown,Unknown,4.0
ŻANETA,27223,female,Unknown,Unknown,3.0
EUGENIA,26808,female,Unknown,Unknown,6.0
SARA,26697,female,Unknown,Unknown,508.0
ELIZA,24780,female,Unknown,Unknown,359.0
BERNADETA,23633,female,Unknown,Unknown,3.0
RÓŻA,23024,female,Unknown,Unknown,510.0
DANIELA,22682,female,Unknown,Unknown,15.0
JULITA,21466,female,Unknown,Unknown,47.0
ALDONA,21450,female,Unknown,Unknown,2.0
KAJA,19565,female,Unknown,Unknown,595.0
ROZALIA,19508,female,Unknown,Unknown,477.0
VIOLETTA,19278,female,Unknown,Unknown,8.0
ANASTAZJA,18947,female,Unknown,Unknown,705.0
CELINA,18329,female,Unknown,Unknown,81.0
MAGDA,18162,female,Unknown,Unknown,22.0
HONORATA,17128,female,Unknown,Unknown,20.0
BLANKA,16906,female,Unknown,Unknown,980.0
KLARA,16560,female,Unknown,Unknown,1255.0
GERTRUDA,16137,female,Unknown,Unknown,0.0
DIANA,15857,female,Unknown,Unknown,238.0
ADRIANA,15330,female,Unknown,Unknown,17.0
MIECZYSŁAWA,15262,female,Unknown,Unknown,0.0
BRYGIDA,15225,female,Unknown,Unknown,6.0
PAULA,15001,female,Unknown,Unknown,27.0
LILIANNA,14448,female,Unknown,Unknown,733.0
IZABELLA,14152,female,Unknown,Unknown,35.0
BOŻENNA,13706,female,Unknown,Unknown,0.0
MATYLDA,13471,female,Unknown,Unknown,486.0
TETIANA,13346,female,Unknown,Unknown,5.0
NATALIIA,13160,female,Unknown,Unknown,3.0
IRYNA,13077,female,Unknown,Unknown,10.0
OLENA,12866,female,Unknown,Unknown,6.0
ELWIRA,12725,female,Unknown,Unknown,5.0
OKSANA,12621,female,Unknown,Unknown,11.0
MARZANNA,12581,female,Unknown,Unknown,0.0
AURELIA,12531,female,Unknown,Unknown,333.0
MARIKA,12272,female,Unknown,Unknown,105.0
SONIA,12198,female,Unknown,Unknown,60.0
ANDŻELIKA,11792,female,Unknown,Unknown,6.0
KALINA,11634,female,Unknown,Unknown,254.0
FRANCISZKA,11518,female,Unknown,Unknown,54.0
ARLETA,11366,female,Unknown,Unknown,3.0
ADELA,10702,female,Unknown,Unknown,93.0
ALFREDA,10109,female,Unknown,Unknown,0.0
OLIVIA,9875,female,Unknown,Unknown,133.0
SVITLANA,9771,female,Unknown,Unknown,4.0
LUIZA,9649,female,Unknown,Unknown,135.0
OLHA,9548,female,Unknown,Unknown,14.0
JUDYTA,9466,female,Unknown,Unknown,34.0
NELA,8931,female,Unknown,Unknown,910.0
NATASZA,8647,female,Unknown,Unknown,32.0
NICOLA,8630,female,Unknown,Unknown,25.0
NICOLE,8542,female,Unknown,Unknown,38.0
LUDWIKA,8413,female,Unknown,Unknown,3.0
TATIANA,8412,female,Unknown,Unknown,12.0
JOWITA,8292,female,Unknown,Unknown,45.0
ROMANA,8267,female,Unknown,Unknown,0.0
MARIIA,8184,female,Unknown,Unknown,76.0
WACŁAWA,8119,female,Unknown,Unknown,0.0
ELEONORA,8045,female,Unknown,Unknown,5.0
APOLONIA,7939,female,Unknown,Unknown,199.0
VICTORIA,7878,female,Unknown,Unknown,66.0
JULIANNA,7817,female,Unknown,Unknown,40.0
VANESSA,7537,female,Unknown,Unknown,43.0
ZENONA,7497,female,Unknown,Unknown,0.0
MARZENNA,7479,female,Unknown,Unknown,0.0
YULIIA,7175,female,Unknown,Unknown,8.0
JESSICA,7141,female,Unknown,Unknown,7.0
INGA,6933,female,Unknown,Unknown,83.0
HILDEGARDA,6908,female,Unknown,Unknown,0.0
TAMARA,6906,female,Unknown,Unknown,24.0
ESTERA,6846,female,Unknown,Unknown,57.0
WALENTYNA,6774,female,Unknown,Unknown,0.0
BERNADETTA,6689,female,Unknown,Unknown,5.0
ZENOBIA,6630,female,Unknown,Unknown,0.0
FELICJA,6458,female,Unknown,Unknown,101.0
VIKTORIIA,6455,female,Unknown,Unknown,53.0
KATERYNA,6453,female,Unknown,Unknown,36.0
ADA,6363,female,Unknown,Unknown,111.0
LUDMIŁA,6317,female,Unknown,Unknown,4.0
DONATA,6316,female,Unknown,Unknown,0.0
MELANIA,6262,female,Unknown,Unknown,231.0
ROMUALDA,6172,female,Unknown,Unknown,0.0
LIUDMYLA,6148,female,Unknown,Unknown,0.0
LIWIA,6086,female,Unknown,Unknown,435.0
ANETTA,6080,female,Unknown,Unknown,0.0
ANASTASIIA,5998,female,Unknown,Unknown,40.0
PELAGIA,5880,female,Unknown,Unknown,2.0
GIZELA,5715,female,Unknown,Unknown,0.0
OTYLIA,5662,female,Unknown,Unknown,36.0
HALYNA,5594,female,Unknown,Unknown,0.0
IRMINA,5203,female,Unknown,Unknown,5.0
AMANDA,5184,female,Unknown,Unknown,37.0
ERYKA,5106,female,Unknown,Unknown,3.0
BIANKA,5060,female,Unknown,Unknown,244.0
WALERIA,4996,female,Unknown,Unknown,20.0
SŁAWOMIRA,4874,female,Unknown,Unknown,0.0
TEODOZJA,4853,female,Unknown,Unknown,3.0
MARYNA,4808,female,Unknown,Unknown,0.0
BERNARDA,4802,female,Unknown,Unknown,0.0
LONGINA,4759,female,Unknown,Unknown,0.0
TEODORA,4693,female,Unknown,Unknown,0.0
LILLA,4688,female,Unknown,Unknown,12.0
RITA,4575,female,Unknown,Unknown,123.0
ELENA,4556,female,Unknown,Unknown,132.0
RYSZARDA,4524,female,Unknown,Unknown,0.0
LILIA,4378,female,Unknown,Unknown,118.0
VALENTYNA,4367,female,Unknown,Unknown,5.0
ADELAJDA,4339,female,Unknown,Unknown,2.0
MIA,4306,female,Unknown,Unknown,587.0
MAYA,4246,female,Unknown,Unknown,41.0
IDA,4217,female,Unknown,Unknown,177.0
LARYSA,4015,female,Unknown,Unknown,17.0
NADIIA,3944,female,Unknown,Unknown,6.0
ALBINA,3898,female,Unknown,Unknown,4.0
MIRELA,3853,female,Unknown,Unknown,4.0
KAMILLA,3841,female,Unknown,Unknown,11.0
INNA,3752,female,Unknown,Unknown,2.0
FELIKSA,3745,female,Unknown,Unknown,0.0
EMMA,3670,female,Unknown,Unknown,124.0
LUCJA,3378,female,Unknown,Unknown,0.0
LEONARDA,3349,female,Unknown,Unknown,0.0
OLIMPIA,3341,female,Unknown,Unknown,18.0
FAUSTYNA,3319,female,Unknown,Unknown,42.0
SAMANTA,3300,female,Unknown,Unknown,11.0
ZYTA,3257,female,Unknown,Unknown,0.0
MARYLA,3192,female,Unknown,Unknown,8.0
LILA,3115,female,Unknown,Unknown,98.0
MARCELA,3107,female,Unknown,Unknown,16.0
OLEKSANDRA,2992,female,Unknown,Unknown,55.0
ALEXANDRA,2966,female,Unknown,Unknown,15.0
ANGELINA,2903,female,Unknown,Unknown,31.0
LIUBOV,2851,female,Unknown,Unknown,0.0
BOLESŁAWA,2773,female,Unknown,Unknown,0.0
ALLA,2759,female,Unknown,Unknown,0.0
KSENIA,2748,female,Unknown,Unknown,18.0
PAMELA,2709,female,Unknown,Unknown,8.0
OKTAWIA,2696,female,Unknown,Unknown,28.0
VIKTORIA,2685,female,Unknown,Unknown,44.0
KONSTANCJA,2644,female,Unknown,Unknown,51.0
WANESSA,2622,female,Unknown,Unknown,10.0
SALOMEA,2602,female,Unknown,Unknown,0.0
YANA,2587,female,Unknown,Unknown,25.0
BOGNA,2482,female,Unknown,Unknown,2.0
SOFIA,2476,female,Unknown,Unknown,192.0
NADZIEJA,2464,female,Unknown,Unknown,17.0
ELFRYDA,2456,female,Unknown,Unknown,0.0
EDWARDA,2429,female,Unknown,Unknown,0.0
MIRELLA,2381,female,Unknown,Unknown,6.0
KRZYSZTOFA,2372,female,Unknown,Unknown,0.0
CLAUDIA,2334,female,Unknown,Unknown,3.0
INEZ,2189,female,Unknown,Unknown,31.0
NOEMI,2181,female,Unknown,Unknown,52.0
EDELTRAUDA,2159,female,Unknown,Unknown,0.0
LILIIA,2143,female,Unknown,Unknown,3.0
ZOJA,2138,female,Unknown,Unknown,230.0
GAJA,2086,female,Unknown,Unknown,314.0
MARIYA,2031,female,Unknown,Unknown,4.0
VERONIKA,2026,female,Unknown,Unknown,70.0
ALONA,1975,female,Unknown,Unknown,2.0
OLA,1958,female,Unknown,Unknown,22.0
MARIANA,1936,female,Unknown,Unknown,7.0
NEL,1935,female,Unknown,Unknown,148.0
JAGNA,1926,female,Unknown,Unknown,168.0
SOPHIE,1916,female,Unknown,Unknown,19.0
STELLA,1903,female,Unknown,Unknown,24.0
MICHELLE,1874,female,Unknown,Unknown,8.0
WIERA,1859,female,Unknown,Unknown,3.0
ANGELA,1845,female,Unknown,Unknown,3.0
IVANNA,1811,female,Unknown,Unknown,11.0
NATALIYA,1805,female,Unknown,Unknown,0.0
SARAH,1785,female,Unknown,Unknown,4.0
EMILY,1774,female,Unknown,Unknown,23.0
RUTA,1729,female,Unknown,Unknown,0.0
ARLETTA,1717,female,Unknown,Unknown,0.0
IZA,1712,female,Unknown,Unknown,7.0
SOFIIA,1710,female,Unknown,Unknown,122.0
KHRYSTYNA,1709,female,Unknown,Unknown,9.0
HELGA,1675,female,Unknown,Unknown,0.0
MIRIAM,1673,female,Unknown,Unknown,26.0
KLEMENTYNA,1650,female,Unknown,Unknown,26.0
TOLA,1644,female,Unknown,Unknown,81.0
KLAUDYNA,1641,female,Unknown,Unknown,0.0
MANUELA,1631,female,Unknown,Unknown,0.0
INES,1629,female,Unknown,Unknown,26.0
GERDA,1623,female,Unknown,Unknown,0.0
ROMA,1607,female,Unknown,Unknown,25.0
MARIETTA,1555,female,Unknown,Unknown,22.0
VALERIIA,1554,female,Unknown,Unknown,23.0
TEOFILA,1545,female,Unknown,Unknown,0.0
MARINA,1538,female,Unknown,Unknown,11.0
NATALIE,1526,female,Unknown,Unknown,4.0
ALENA,1508,female,Unknown,Unknown,4.0
GALYNA,1507,female,Unknown,Unknown,0.0
LESIA,1479,female,Unknown,Unknown,0.0
IRINA,1477,female,Unknown,Unknown,0.0
GRETA,1468,female,Unknown,Unknown,8.0
IRMGARDA,1468,female,Unknown,Unknown,0.0
JAŚMINA,1465,female,Unknown,Unknown,97.0
ANTONIA,1461,female,Unknown,Unknown,33.0
VIRA,1452,female,Unknown,Unknown,6.0
EULALIA,1447,female,Unknown,Unknown,0.0
LEA,1430,female,Unknown,Unknown,100.0
BERNARDYNA,1408,female,Unknown,Unknown,0.0
JAROSŁAWA,1406,female,Unknown,Unknown,3.0
ERNA,1389,female,Unknown,Unknown,0.0
YULIYA,1375,female,Unknown,Unknown,2.0
EVA,1363,female,Unknown,Unknown,83.0
DOBROSŁAWA,1356,female,Unknown,Unknown,3.0
FLORENTYNA,1332,female,Unknown,Unknown,53.0
ANDREA,1288,female,Unknown,Unknown,0.0
MARTINA,1269,female,Unknown,Unknown,4.0
LUBA,1260,female,Unknown,Unknown,0.0
KUNEGUNDA,1243,female,Unknown,Unknown,0.0
ERIKA,1240,female,Unknown,Unknown,9.0
RAISA,1237,female,Unknown,Unknown,3.0
HANKA,1233,female,Unknown,Unknown,0.0
TETYANA,1210,female,Unknown,Unknown,0.0
WANESA,1207,female,Unknown,Unknown,0.0
NICOL,1204,female,Unknown,Unknown,2.0
DŻESIKA,1194,female,Unknown,Unknown,2.0
SEWERYNA,1179,female,Unknown,Unknown,0.0
BALBINA,1171,female,Unknown,Unknown,4.0
LINDA,1160,female,Unknown,Unknown,3.0
WIRGINIA,1160,female,Unknown,Unknown,0.0
MARCJANNA,1149,female,Unknown,Unknown,14.0
ANA,1146,female,Unknown,Unknown,3.0
MILA,1141,female,Unknown,Unknown,65.0
VERONICA,1134,female,Unknown,Unknown,7.0
FILOMENA,1133,female,Unknown,Unknown,2.0
MAJKA,1120,female,Unknown,Unknown,5.0
SOPHIA,1109,female,Unknown,Unknown,24.0
ANASTASIYA,1098,female,Unknown,Unknown,4.0
IULIIA,1098,female,Unknown,Unknown,0.0
JENNIFER,1096,female,Unknown,Unknown,4.0
MARITA,1092,female,Unknown,Unknown,7.0
YEVHENIIA,1085,female,Unknown,Unknown,5.0
ALA,1080,female,Unknown,Unknown,0.0
OLESIA,1078,female,Unknown,Unknown,5.0
NIKOL,1061,female,Unknown,Unknown,48.0
PATRICIA,1046,female,Unknown,Unknown,0.0
DAJANA,1043,female,Unknown,Unknown,3.0
SIMONA,1041,female,Unknown,Unknown,2.0
GANNA,1039,female,Unknown,Unknown,0.0
MALINA,1035,female,Unknown,Unknown,22.0
RUSLANA,1034,female,Unknown,Unknown,0.0
YELYZAVETA,1025,female,Unknown,Unknown,22.0
LEONTYNA,1014,female,Unknown,Unknown,0.0
LIVIA,1011,female,Unknown,Unknown,46.0
ANIKA,1010,female,Unknown,Unknown,12.0
EMANUELA,1009,female,Unknown,Unknown,4.0
ISABELLA,1006,female,Unknown,Unknown,10.0
ZINAIDA,1001,female,Unknown,Unknown,0.0
TATSIANA,998,female,Unknown,Unknown,0.0
POLINA,975,female,Unknown,Unknown,113.0
GLORIA,974,female,Unknown,Unknown,44.0
BENEDYKTA,972,female,Unknown,Unknown,0.0
KORNELA,972,female,Unknown,Unknown,0.0
BLANDYNA,970,female,Unknown,Unknown,0.0
GALINA,970,female,Unknown,Unknown,0.0
LUBOMIRA,954,female,Unknown,Unknown,0.0
SABRINA,953,female,Unknown,Unknown,4.0
AMALIA,947,female,Unknown,Unknown,4.0
BERENIKA,944,female,Unknown,Unknown,6.0
ANASTASIA,935,female,Unknown,Unknown,39.0
IWONNA,933,female,Unknown,Unknown,0.0
LIGIA,928,female,Unknown,Unknown,0.0
NIKOLETTA,928,female,Unknown,Unknown,2.0
RAMONA,919,female,Unknown,Unknown,0.0
KRISTINA,917,female,Unknown,Unknown,4.0
BOGDANA,916,female,Unknown,Unknown,10.0
LARA,916,female,Unknown,Unknown,120.0
NATALLIA,914,female,Unknown,Unknown,0.0
GABRYELA,906,female,Unknown,Unknown,0.0
VITA,906,female,Unknown,Unknown,0.0
ŻAKLINA,897,female,Unknown,Unknown,0.0
MYROSLAVA,892,female,Unknown,Unknown,26.0
VOLHA,892,female,Unknown,Unknown,0.0
JANA,891,female,Unknown,Unknown,28.0
MIRA,886,female,Unknown,Unknown,39.0
CAROLINE,885,female,Unknown,Unknown,0.0
DOMICELA,875,female,Unknown,Unknown,0.0
CARMEN,868,female,Unknown,Unknown,19.0
LIDIIA,863,female,Unknown,Unknown,0.0
INGEBORGA,857,female,Unknown,Unknown,0.0
EMILA,851,female,Unknown,Unknown,3.0
ZHANNA,850,female,Unknown,Unknown,0.0
TEKLA,847,female,Unknown,Unknown,0.0
INGRID,841,female,Unknown,Unknown,2.0
GABRIELLA,837,female,Unknown,Unknown,6.0
HANNAH,829,female,Unknown,Unknown,10.0
NELLY,822,female,Unknown,Unknown,7.0
SYBILLA,819,female,Unknown,Unknown,0.0
ULIANA,818,female,Unknown,Unknown,24.0
